ID,HT,AT,HG,AG,TG,RSL,MDATE,RD,HODD,DODD,AODD,YR,CHAMP
prLnXlUS,Atletico-PR,Sport Recife,1,0,1,0,2009-09-19,25,1.73,3.36,4.32,2009,serie-a
2uNyxXU3,Santos,Botafogo RJ,0,0,0,1,2009-09-20,25,1.77,3.40,4.16,2009,serie-a
jLLrYUEM,Avai,Barueri,4,0,4,0,2009-09-20,25,2.02,3.23,3.36,2009,serie-a
ni7ES8xp,Gremio,Fluminense,5,1,6,0,2009-09-20,25,1.46,3.76,6.48,2009,serie-a
OfBpzBaG,Santo Andre,Sao Paulo,1,1,2,1,2009-09-20,25,4.70,3.41,1.67,2009,serie-a
rNduTSij,Flamengo RJ,Coritiba,3,0,3,0,2009-09-20,25,1.61,3.54,5.07,2009,serie-a
vZ7ZjWqc,Corinthians,Goias,1,4,5,2,2009-09-20,25,1.71,3.43,4.43,2009,serie-a
tWLuyipA,Cruzeiro,Palmeiras,1,2,3,2,2009-09-24,25,2.16,3.28,3.07,2009,serie-a
dScas6yd,Palmeiras,Atletico-PR,2,1,3,0,2009-09-26,26,1.44,3.87,6.84,2009,serie-a
fmaG69T2,Barueri,Cruzeiro,0,1,1,2,2009-09-26,26,2.23,3.23,2.95,2009,serie-a
0CfCllqM,Fluminense,Avai,3,2,5,0,2009-09-27,26,2.14,3.22,3.11,2009,serie-a
25bernMk,Sport Recife,Santo Andre,2,1,3,0,2009-09-27,26,1.76,3.40,4.21,2009,serie-a
Ei0nlUTF,Internacional,Flamengo RJ,0,0,0,1,2009-09-27,26,1.70,3.48,4.53,2009,serie-a
l2fiqS6q,Sao Paulo,Corinthians,1,1,2,1,2009-09-27,26,1.91,3.29,3.67,2009,serie-a
rLHOm8bS,Goias,Gremio,2,1,3,0,2009-09-27,26,2.20,3.23,2.98,2009,serie-a
S0cO4mbF,Coritiba,Nautico,2,0,2,0,2009-09-27,26,1.63,3.52,4.97,2009,serie-a
YwbK5Tr9,Botafogo RJ,Vitoria,1,3,4,2,2009-09-27,26,1.68,3.52,4.59,2009,serie-a
zJd3tQj2,Atletico-MG,Santos,3,1,4,0,2009-09-27,26,2.00,3.28,3.42,2009,serie-a
xAPimLSs,Nautico,Sao Paulo,1,2,3,2,2009-10-01,27,3.46,3.25,2.00,2009,serie-a
2sx9oacf,Atletico-MG,Barueri,2,1,3,0,2009-10-03,27,1.62,3.53,4.95,2009,serie-a
AByZoJC0,Santo Andre,Vitoria,1,0,1,0,2009-10-03,27,2.19,3.24,2.99,2009,serie-a
M1wBivcs,Corinthians,Atletico-PR,1,3,4,2,2009-10-03,27,1.64,3.46,4.85,2009,serie-a
2ktx80ZJ,Flamengo RJ,Fluminense,2,0,2,0,2009-10-04,27,1.80,3.37,4.05,2009,serie-a
KYEdnurl,Santos,Palmeiras,1,3,4,2,2009-10-04,27,2.39,3.21,2.70,2009,serie-a
l2zwowS6,Avai,Cruzeiro,2,2,4,1,2009-10-04,27,2.27,3.22,2.86,2009,serie-a
pUToqHdJ,Gremio,Sport Recife,3,3,6,1,2009-10-04,27,1.38,4.12,7.38,2009,serie-a
ttut7KlQ,Goias,Botafogo RJ,1,3,4,2,2009-10-04,27,1.68,3.44,4.65,2009,serie-a
WQPspcsD,Coritiba,Internacional,2,0,2,0,2009-10-04,27,2.40,3.21,2.67,2009,serie-a
0hxFjbCm,Atletico-PR,Gremio,0,0,0,1,2009-10-08,28,2.45,3.22,2.64,2009,serie-a
2gWOj6ht,Barueri,Santo Andre,0,0,0,1,2009-10-08,28,1.82,3.35,4.03,2009,serie-a
Cz4Vlxs0,Fluminense,Corinthians,1,1,2,1,2009-10-08,28,2.26,3.24,2.92,2009,serie-a
fagzldd6,Vitoria,Flamengo RJ,3,3,6,1,2009-10-08,28,1.94,3.32,3.63,2009,serie-a
fFyJkIRg,Internacional,Nautico,3,1,4,0,2009-10-08,28,1.29,4.72,9.70,2009,serie-a
tKi4mzRI,Sport Recife,Santos,0,1,1,2,2009-10-08,28,1.93,3.33,3.62,2009,serie-a
YkhvmGBC,Sao Paulo,Coritiba,2,2,4,1,2009-10-08,28,1.51,3.70,6.18,2009,serie-a
dGVSkQ7n,Botafogo RJ,Atletico-MG,3,1,4,0,2009-10-09,28,1.99,3.29,3.51,2009,serie-a
KAj8nftP,Palmeiras,Avai,2,2,4,1,2009-10-09,28,1.41,3.94,7.53,2009,serie-a
S0ucenpP,Cruzeiro,Goias,3,0,3,0,2009-10-09,28,1.82,3.42,4.01,2009,serie-a
2uod43ih,Flamengo RJ,Sao Paulo,2,1,3,0,2009-10-10,29,2.46,3.19,2.63,2009,serie-a
4zzNoMyO,Santo Andre,Fluminense,1,2,3,2,2009-10-10,29,2.08,3.23,3.22,2009,serie-a
KGei5qxn,Internacional,Atletico-PR,1,1,2,1,2009-10-10,29,1.50,3.62,6.09,2009,serie-a
tQdm6PMu,Coritiba,Barueri,1,2,3,2,2009-10-10,29,1.79,3.36,4.12,2009,serie-a
WxKck4xa,Corinthians,Gremio,2,1,3,0,2009-10-10,29,2.04,3.24,3.29,2009,serie-a
88tEmr7B,Santos,Vitoria,0,0,0,1,2009-10-12,29,1.84,3.31,3.96,2009,serie-a
EosAlOi5,Nautico,Palmeiras,3,0,3,0,2009-10-12,29,2.93,3.23,2.24,2009,serie-a
MBpIn2MH,Atletico-MG,Cruzeiro,0,1,1,2,2009-10-12,29,3.08,3.24,2.19,2009,serie-a
rRYQptiU,Botafogo RJ,Avai,2,2,4,1,2009-10-12,29,1.71,3.47,4.42,2009,serie-a
z7UWlpNh,Goias,Sport Recife,1,1,2,1,2009-10-12,29,1.54,3.65,5.73,2009,serie-a
Grk03N6b,Avai,Goias,2,1,3,0,2009-10-17,30,2.05,3.28,3.28,2009,serie-a
Mcak0aLT,Sao Paulo,Atletico-MG,0,1,1,2,2009-10-17,30,1.62,3.51,5.13,2009,serie-a
zq6yKtyb,Barueri,Santos,0,0,0,1,2009-10-17,30,2.01,3.27,3.39,2009,serie-a
A5l42sM4,Atletico-PR,Santo Andre,3,0,3,0,2009-10-18,30,1.77,3.37,4.19,2009,serie-a
hEBG11yB,Gremio,Coritiba,2,0,2,0,2009-10-18,30,1.53,3.64,5.86,2009,serie-a
lO77K26o,Palmeiras,Flamengo RJ,0,2,2,2,2009-10-18,30,1.73,3.39,4.47,2009,serie-a
lp1s2LjH,Fluminense,Internacional,2,2,4,1,2009-10-18,30,2.49,3.22,2.62,2009,serie-a
r15GeJTp,Sport Recife,Corinthians,2,0,2,0,2009-10-18,30,2.04,3.27,3.33,2009,serie-a
SE6BJMLi,Cruzeiro,Botafogo RJ,1,0,1,0,2009-10-18,30,1.72,3.41,4.54,2009,serie-a
Sz0o1u6N,Vitoria,Nautico,3,1,4,0,2009-10-18,30,1.53,3.60,5.95,2009,serie-a
r3fibAZ1,Santo Andre,Palmeiras,2,0,2,0,2009-10-22,31,3.67,3.34,1.91,2009,serie-a
4CemajKe,Atletico-MG,Vitoria,1,0,1,0,2009-10-24,31,1.67,3.47,4.72,2009,serie-a
6FpQaCkq,Nautico,Barueri,2,1,3,0,2009-10-24,31,2.06,3.26,3.28,2009,serie-a
0O6sNgC2,Avai,Sport Recife,2,2,4,1,2009-10-25,31,1.62,3.53,5.00,2009,serie-a
dbfpIK5A,Goias,Fluminense,2,2,4,1,2009-10-25,31,1.69,3.45,4.63,2009,serie-a
dj0jLXtF,Internacional,Gremio,1,0,1,0,2009-10-25,31,2.00,3.24,3.43,2009,serie-a
EJMdHvLG,Corinthians,Cruzeiro,0,1,1,2,2009-10-25,31,2.20,3.23,3.01,2009,serie-a
ERAoMDR8,Coritiba,Atletico-PR,3,2,5,0,2009-10-25,31,2.05,3.23,3.29,2009,serie-a
EZ4uJ0j4,Botafogo RJ,Flamengo RJ,0,1,1,2,2009-10-25,31,2.40,3.23,2.69,2009,serie-a
p6qUbW4k,Santos,Sao Paulo,3,4,7,2,2009-10-25,31,2.70,3.20,2.41,2009,serie-a
lx9fGVJr,Botafogo RJ,Nautico,1,0,1,0,2009-10-28,32,1.53,3.68,5.93,2009,serie-a
W0baFkZl,Atletico-PR,Santos,1,1,2,1,2009-10-28,32,2.08,3.23,3.29,2009,serie-a
Gl0BCmJ7,Vitoria,Corinthians,0,1,1,2,2009-10-29,32,2.01,3.27,3.41,2009,serie-a
rBbKKBBR,Barueri,Flamengo RJ,2,0,2,0,2009-10-29,32,2.61,3.25,2.46,2009,serie-a
ry23E9le,Gremio,Avai,3,1,4,0,2009-10-29,32,1.59,3.55,5.31,2009,serie-a
zJ2OxXe8,Sao Paulo,Internacional,1,0,1,0,2009-10-29,32,1.82,3.37,3.98,2009,serie-a
zsafKidL,Cruzeiro,Santo Andre,3,2,5,0,2009-10-29,32,1.53,3.73,5.76,2009,serie-a
8W0WzBQK,Palmeiras,Goias,4,0,4,0,2009-10-30,32,1.61,3.52,5.17,2009,serie-a
E91SyiBE,Sport Recife,Coritiba,1,1,2,1,2009-10-30,32,1.71,3.45,4.47,2009,serie-a
xb17DT31,Fluminense,Atletico-MG,2,1,3,0,2009-10-30,32,2.36,3.25,2.73,2009,serie-a
AP4FU83l,Sao Paulo,Barueri,1,0,1,0,2009-10-31,33,1.47,3.74,6.41,2009,serie-a
MZ4zzVuR,Flamengo RJ,Santos,1,0,1,0,2009-10-31,33,1.69,3.39,4.67,2009,serie-a
nL2WvAuE,Avai,Atletico-PR,2,0,2,0,2009-10-31,33,1.87,3.26,3.77,2009,serie-a
fsbTISIf,Nautico,Sport Recife,3,2,5,0,2009-11-01,33,2.28,3.18,2.90,2009,serie-a
GdnxH6m7,Cruzeiro,Fluminense,2,3,5,2,2009-11-01,33,1.59,3.52,5.24,2009,serie-a
Msi1vlAQ,Internacional,Botafogo RJ,0,1,1,2,2009-11-01,33,1.65,3.48,4.80,2009,serie-a
QB1zvUfK,Coritiba,Vitoria,1,0,1,0,2009-11-01,33,1.80,3.35,4.00,2009,serie-a
SGs3Vllr,Goias,Atletico-MG,2,3,5,2,2009-11-01,33,2.11,3.26,3.12,2009,serie-a
UajtGQ2D,Santo Andre,Gremio,2,0,2,0,2009-11-01,33,2.39,3.21,2.69,2009,serie-a
YXdXHnY0,Palmeiras,Corinthians,2,2,4,1,2009-11-01,33,2.07,3.24,3.23,2009,serie-a
63K8U3nJ,Gremio,Sao Paulo,1,1,2,1,2009-11-05,34,2.24,3.25,2.94,2009,serie-a
IDxXYRXm,Santos,Nautico,3,1,4,0,2009-11-07,34,1.72,3.45,4.45,2009,serie-a
OjwTZ7Is,Sport Recife,Cruzeiro,2,3,5,2,2009-11-07,34,2.85,3.26,2.27,2009,serie-a
QTQ3h7vQ,Vitoria,Avai,0,1,1,2,2009-11-07,34,1.89,3.34,3.70,2009,serie-a
bTXVWomf,Atletico-MG,Flamengo RJ,1,3,4,2,2009-11-08,34,2.10,3.24,3.19,2009,serie-a
CQMagmPJ,Fluminense,Palmeiras,1,0,1,0,2009-11-08,34,2.42,3.22,2.67,2009,serie-a
KrMvVPH6,Botafogo RJ,Coritiba,2,0,2,0,2009-11-08,34,1.84,3.35,3.90,2009,serie-a
r9DVmRns,Corinthians,Santo Andre,2,0,2,0,2009-11-08,34,1.76,3.39,4.30,2009,serie-a
SCL4VqXC,Atletico-PR,Goias,2,0,2,0,2009-11-08,34,1.80,3.41,3.99,2009,serie-a
thNzW520,Barueri,Internacional,1,1,2,1,2009-11-08,34,2.47,3.24,2.60,2009,serie-a
E3vIqNGI,Palmeiras,Sport Recife,2,2,4,1,2009-11-12,35,1.29,4.72,9.17,2009,serie-a
Iyo9oqn6,Sao Paulo,Vitoria,2,0,2,0,2009-11-14,35,1.46,3.83,6.83,2009,serie-a
jT1oSfoo,Cruzeiro,Gremio,1,1,2,1,2009-11-14,35,1.66,3.54,4.77,2009,serie-a
rB26jIhb,Coritiba,Atletico-MG,2,1,3,0,2009-11-14,35,2.17,3.22,3.12,2009,serie-a
0nD1ibwh,Avai,Corinthians,3,1,4,0,2009-11-15,35,1.95,3.31,3.60,2009,serie-a
MaCZno2m,Internacional,Santos,3,1,4,0,2009-11-15,35,1.61,3.56,5.25,2009,serie-a
MeEchvOo,Barueri,Botafogo RJ,3,0,3,0,2009-11-15,35,2.28,3.22,2.92,2009,serie-a
OEo5nPWa,Goias,Santo Andre,3,1,4,0,2009-11-15,35,1.77,3.45,4.22,2009,serie-a
t6Ohm5Hg,Fluminense,Atletico-PR,2,1,3,0,2009-11-15,35,1.60,3.61,5.23,2009,serie-a
WvkDp31C,Nautico,Flamengo RJ,0,2,2,2,2009-11-15,35,2.91,3.31,2.23,2009,serie-a
UgPH6H7i,Gremio,Palmeiras,2,0,2,0,2009-11-19,36,2.30,3.30,2.78,2009,serie-a
OWMQsYUj,Atletico-PR,Cruzeiro,1,1,2,1,2009-11-21,36,2.51,3.20,2.57,2009,serie-a
tdL9kx84,Corinthians,Nautico,2,3,5,2,2009-11-21,36,1.66,3.51,4.76,2009,serie-a
8pOL5yNc,Flamengo RJ,Goias,0,0,0,1,2009-11-22,36,1.39,4.12,7.24,2009,serie-a
ATIMrEFp,Botafogo RJ,Sao Paulo,3,2,5,0,2009-11-22,36,2.49,3.21,2.61,2009,serie-a
EcXjlzhN,Atletico-MG,Internacional,0,1,1,2,2009-11-22,36,2.11,3.24,3.18,2009,serie-a
f5Io6ex4,Vitoria,Barueri,2,1,3,0,2009-11-22,36,1.77,3.43,4.21,2009,serie-a
hlWfmf7T,Santo Andre,Avai,4,2,6,0,2009-11-22,36,2.19,3.26,2.98,2009,serie-a
IRsQmGxH,Santos,Coritiba,4,0,4,0,2009-11-22,36,1.85,3.33,3.91,2009,serie-a
zJKDldNA,Sport Recife,Fluminense,0,3,3,2,2009-11-22,36,3.21,3.27,2.10,2009,serie-a
4Y87cBEd,Sport Recife,Internacional,1,2,3,2,2009-11-29,37,4.33,3.44,1.74,2009,serie-a
GhE6KYL9,Santo Andre,Nautico,5,3,8,0,2009-11-29,37,1.62,3.61,4.94,2009,serie-a
GK6f4Z6G,Atletico-PR,Botafogo RJ,2,0,2,0,2009-11-29,37,1.94,3.29,3.61,2009,serie-a
MgLcMfic,Palmeiras,Atletico-MG,3,1,4,0,2009-11-29,37,1.82,3.32,4.07,2009,serie-a
QsA3biaj,Corinthians,Flamengo RJ,0,2,2,2,2009-11-29,37,3.47,3.25,2.01,2009,serie-a
S2YA2DyT,Fluminense,Vitoria,4,0,4,0,2009-11-29,37,1.51,3.75,6.12,2009,serie-a
UBKxbXqp,Goias,Sao Paulo,4,2,6,0,2009-11-29,37,3.21,3.22,2.12,2009,serie-a
YeHk5FiA,Avai,Santos,2,2,4,1,2009-11-29,37,2.20,3.24,3.03,2009,serie-a
YTO1LE63,Cruzeiro,Coritiba,4,1,5,0,2009-11-29,37,1.46,3.87,6.63,2009,serie-a
YuZ63gMM,Gremio,Barueri,4,2,6,0,2009-11-29,37,1.56,3.60,5.55,2009,serie-a
46GJDATk,Atletico-MG,Corinthians,0,3,3,2,2009-12-05,38,1.68,3.51,4.69,2009,serie-a
pMZnJW5S,Nautico,Avai,0,1,1,2,2009-12-05,38,2.07,3.28,3.23,2009,serie-a
2DCzKCjM,Sao Paulo,Sport Recife,4,0,4,0,2009-12-06,38,1.19,5.71,11.96,2009,serie-a
bTFNCUrd,Barueri,Atletico-PR,0,0,0,1,2009-12-06,38,1.99,3.30,3.44,2009,serie-a
CS1PbjTE,Flamengo RJ,Gremio,2,1,3,0,2009-12-06,38,1.22,5.47,10.86,2009,serie-a
fqDAJhyG,Vitoria,Goias,2,2,4,1,2009-12-06,38,1.58,3.65,5.45,2009,serie-a
I52LaWD8,Internacional,Santo Andre,4,1,5,0,2009-12-06,38,1.37,4.33,7.51,2009,serie-a
j3CFEjEq,Santos,Cruzeiro,1,2,3,2,2009-12-06,38,2.64,3.26,2.47,2009,serie-a
vF3H0Cb2,Coritiba,Fluminense,1,1,2,1,2009-12-06,38,2.19,3.26,3.04,2009,serie-a
xKERBlb2,Botafogo RJ,Palmeiras,2,1,3,0,2009-12-06,38,2.12,3.33,3.10,2009,serie-a
MyeMtqP8,Palmeiras,Vitoria,1,0,1,0,2010-05-08,1,1.59,3.54,5.37,2010,serie-a
QPqSIuX1,Botafogo RJ,Santos,3,3,6,1,2010-05-08,1,2.37,3.26,2.75,2010,serie-a
rodIsP92,Atletico GO,Gremio,0,0,0,1,2010-05-08,1,2.22,3.25,2.98,2010,serie-a
2ku1Z0Hr,Corinthians,Atletico-PR,2,1,3,0,2010-05-09,1,1.59,3.59,5.19,2010,serie-a
hvYDWb11,Avai,Barueri,6,1,7,0,2010-05-09,1,1.80,3.47,4.15,2010,serie-a
lbRIu3vF,Flamengo RJ,Sao Paulo,1,1,2,1,2010-05-09,1,2.12,3.24,3.19,2010,serie-a
MBPQws9R,Internacional,Cruzeiro,1,2,3,2,2010-05-09,1,2.02,3.26,3.40,2010,serie-a
O4T9Xvne,Guarani,Goias,1,0,1,0,2010-05-09,1,2.46,3.21,2.64,2010,serie-a
pEU5YKWl,Ceara,Fluminense,1,0,1,0,2010-05-09,1,2.44,3.20,2.67,2010,serie-a
SlQMvNgL,Atletico-MG,Vasco,2,1,3,0,2010-05-09,1,1.73,3.46,4.40,2010,serie-a
2ZImmKor,Vitoria,Flamengo RJ,1,1,2,1,2010-05-15,2,2.29,3.22,2.86,2010,serie-a
lSxDgM8E,Barueri,Atletico-MG,4,0,4,0,2010-05-15,2,2.77,3.28,2.37,2010,serie-a
xhZ8f2g8,Fluminense,Atletico GO,1,0,1,0,2010-05-15,2,1.53,3.68,5.94,2010,serie-a
h8q8pIV0,Cruzeiro,Avai,2,2,4,1,2010-05-16,2,1.58,3.69,5.29,2010,serie-a
MuyLi0wR,Goias,Internacional,2,3,5,2,2010-05-16,2,1.88,3.40,3.78,2010,serie-a
prt0nv1l,Santos,Ceara,1,1,2,1,2010-05-16,2,1.29,4.82,8.90,2010,serie-a
rkxHhtOK,Gremio,Corinthians,1,2,3,2,2010-05-16,2,2.17,3.24,3.05,2010,serie-a
v5u4obGf,Vasco,Palmeiras,0,0,0,1,2010-05-16,2,2.09,3.29,3.21,2010,serie-a
WUWHVIG7,Sao Paulo,Botafogo RJ,1,2,3,2,2010-05-16,2,1.73,3.48,4.37,2010,serie-a
zXYCqxo7,Atletico-PR,Guarani,2,2,4,1,2010-05-16,2,1.65,3.44,4.92,2010,serie-a
A9Dg6uwE,Palmeiras,Gremio,4,2,6,0,2010-05-22,3,1.99,3.25,3.53,2010,serie-a
ENXGrd0D,Atletico GO,Santos,1,2,3,2,2010-05-22,3,2.63,3.25,2.47,2010,serie-a
nZzNlD7t,Botafogo RJ,Goias,3,0,3,0,2010-05-22,3,1.66,3.61,4.69,2010,serie-a
ALqarTjO,Guarani,Cruzeiro,2,2,4,1,2010-05-23,3,3.17,3.28,2.11,2010,serie-a
Gbpeq9yI,Flamengo RJ,Barueri,3,1,4,0,2010-05-23,3,1.52,3.76,5.96,2010,serie-a
KWjnoV65,Ceara,Vitoria,1,0,1,0,2010-05-23,3,1.83,3.39,3.94,2010,serie-a
r1UVnixg,Atletico-MG,Atletico-PR,3,1,4,0,2010-05-23,3,1.62,3.55,4.97,2010,serie-a
UcQRmXMn,Corinthians,Fluminense,1,0,1,0,2010-05-23,3,1.72,3.44,4.55,2010,serie-a
x8oipkMB,Avai,Vasco,2,0,2,0,2010-05-23,3,1.85,3.33,4.06,2010,serie-a
xOTZoBia,Internacional,Sao Paulo,0,2,2,2,2010-05-23,3,2.01,3.28,3.39,2010,serie-a
6RqYbly5,Cruzeiro,Botafogo RJ,1,0,1,0,2010-05-27,4,1.56,3.70,5.53,2010,serie-a
8622sm6U,Vitoria,Atletico-MG,4,3,7,0,2010-05-27,4,2.31,3.19,2.89,2010,serie-a
GxiL1jin,Fluminense,Flamengo RJ,2,1,3,0,2010-05-27,4,2.38,3.25,2.73,2010,serie-a
O2fTaULb,Barueri,Corinthians,2,2,4,1,2010-05-27,4,3.05,3.33,2.17,2010,serie-a
OnCpb8jB,Santos,Guarani,3,1,4,0,2010-05-27,4,1.24,5.38,10.24,2010,serie-a
pCeP0A6h,Sao Paulo,Palmeiras,1,0,1,0,2010-05-27,4,1.73,3.47,4.41,2010,serie-a
xnhH2Wyt,Gremio,Avai,3,0,3,0,2010-05-27,4,1.70,3.54,4.55,2010,serie-a
d0AhdnLN,Atletico-PR,Atletico GO,2,1,3,0,2010-05-28,4,1.60,3.59,5.28,2010,serie-a
I9BlcS5H,Vasco,Internacional,3,2,5,0,2010-05-28,4,2.37,3.26,2.75,2010,serie-a
xCRke6zU,Goias,Ceara,0,0,0,1,2010-05-28,4,1.98,3.30,3.55,2010,serie-a
AqUBETzh,Avai,Vitoria,0,0,0,1,2010-05-29,5,1.60,3.59,5.18,2010,serie-a
dtQ7F9Lo,Palmeiras,Barueri,0,0,0,1,2010-05-29,5,1.58,3.65,5.49,2010,serie-a
vLDHjQro,Flamengo RJ,Gremio,1,1,2,1,2010-05-29,5,1.90,3.34,3.70,2010,serie-a
0YMOBRKA,Atletico-MG,Fluminense,1,3,4,2,2010-05-30,5,1.96,3.27,3.57,2010,serie-a
fLPB4qDp,Botafogo RJ,Vasco,1,1,2,1,2010-05-30,5,1.85,3.37,3.92,2010,serie-a
h8JGDmjb,Corinthians,Santos,4,2,6,0,2010-05-30,5,2.63,3.26,2.46,2010,serie-a
Q5ZuA5kN,Ceara,Cruzeiro,1,0,1,0,2010-05-30,5,2.72,3.23,2.38,2010,serie-a
rspyBozH,Internacional,Atletico-PR,4,1,5,0,2010-05-30,5,1.46,3.75,6.65,2010,serie-a
WbIKC754,Guarani,Sao Paulo,0,0,0,1,2010-05-30,5,4.14,3.38,1.79,2010,serie-a
xtwp9P4T,Atletico GO,Goias,1,3,4,2,2010-05-30,5,2.28,3.25,2.84,2010,serie-a
02YIPpkA,Palmeiras,Flamengo RJ,0,1,1,2,2010-06-03,6,2.02,3.27,3.40,2010,serie-a
EoW6Sn5i,Fluminense,Vitoria,2,1,3,0,2010-06-03,6,1.38,4.24,7.72,2010,serie-a
hxVAR6Kc,Barueri,Atletico GO,1,0,1,0,2010-06-03,6,1.57,3.68,5.53,2010,serie-a
naUEQQZ3,Ceara,Avai,2,0,2,0,2010-06-03,6,1.90,3.32,3.75,2010,serie-a
QZpzOOJM,Cruzeiro,Santos,0,0,0,1,2010-06-03,6,2.11,3.35,3.14,2010,serie-a
rRNNO44G,Goias,Sao Paulo,2,1,3,0,2010-06-03,6,3.08,3.24,2.18,2010,serie-a
YBOF33Sj,Atletico-PR,Botafogo RJ,3,2,5,0,2010-06-03,6,2.15,3.28,3.04,2010,serie-a
4ryAHMdj,Corinthians,Internacional,2,0,2,0,2010-06-04,6,1.73,3.46,4.40,2010,serie-a
KAawNrZS,Gremio,Atletico-MG,2,1,3,0,2010-06-04,6,1.60,3.68,5.13,2010,serie-a
MJo5I2sp,Vasco,Guarani,0,1,1,2,2010-06-04,6,1.62,3.53,5.20,2010,serie-a
Ecj8vp43,Vitoria,Atletico-PR,1,0,1,0,2010-06-05,7,1.71,3.43,4.45,2010,serie-a
IouEGtCd,Avai,Fluminense,0,3,3,2,2010-06-05,7,2.38,3.19,2.76,2010,serie-a
z7i4uQlc,Flamengo RJ,Goias,1,2,3,2,2010-06-05,7,1.65,3.56,4.80,2010,serie-a
2L7pLe3r,Botafogo RJ,Corinthians,2,2,4,1,2010-06-06,7,2.55,3.22,2.55,2010,serie-a
4jihHgm1,Guarani,Barueri,1,0,1,0,2010-06-06,7,2.01,3.30,3.43,2010,serie-a
APqHxOYF,Santos,Vasco,4,0,4,0,2010-06-06,7,1.38,4.31,7.37,2010,serie-a
QahlIZXf,Internacional,Palmeiras,1,1,2,1,2010-06-06,7,1.59,3.59,5.33,2010,serie-a
ry3qJFIl,Atletico-MG,Ceara,0,1,1,2,2010-06-06,7,1.75,3.38,4.41,2010,serie-a
WYpDw4J9,Sao Paulo,Gremio,3,1,4,0,2010-06-06,7,1.62,3.55,5.11,2010,serie-a
YPedGD27,Atletico GO,Cruzeiro,2,1,3,0,2010-06-06,7,3.76,3.34,1.90,2010,serie-a
AijMGsEm,Goias,Vasco,0,0,0,1,2010-07-15,8,1.77,3.37,4.25,2010,serie-a
CGf0FXHD,Gremio,Vitoria,1,1,2,1,2010-07-15,8,1.40,4.09,7.29,2010,serie-a
h0DYF1Tg,Ceara,Corinthians,0,0,0,1,2010-07-15,8,2.37,3.21,2.77,2010,serie-a
K6qkOPLD,Atletico-PR,Cruzeiro,0,2,2,2,2010-07-15,8,2.49,3.23,2.54,2010,serie-a
SWncM3jQ,Flamengo RJ,Botafogo RJ,1,0,1,0,2010-07-15,8,2.54,3.21,2.55,2010,serie-a
UuZOHNbs,Guarani,Internacional,0,3,3,2,2010-07-15,8,2.94,3.24,2.26,2010,serie-a
Y9mgNqyK,Sao Paulo,Avai,1,2,3,2,2010-07-15,8,1.40,4.11,7.39,2010,serie-a
0QGtEub6,Atletico-MG,Atletico GO,3,2,5,0,2010-07-16,8,1.67,3.50,4.71,2010,serie-a
nNCxFLr0,Palmeiras,Santos,2,1,3,0,2010-07-16,8,2.94,3.26,2.25,2010,serie-a
rk6oDaDC,Fluminense,Barueri,1,1,2,1,2010-07-16,8,1.38,4.17,7.81,2010,serie-a
EDMuy35J,Vasco,Atletico-PR,3,1,4,0,2010-07-17,9,1.74,3.39,4.41,2010,serie-a
Mu5kCJSI,Vitoria,Sao Paulo,3,2,5,0,2010-07-17,9,2.59,3.25,2.48,2010,serie-a
bobCVtTt,Corinthians,Atletico-MG,1,0,1,0,2010-07-18,9,1.53,3.66,5.92,2010,serie-a
dWGFU0rm,Atletico GO,Flamengo RJ,0,1,1,2,2010-07-18,9,2.40,3.23,2.71,2010,serie-a
h4LqzNKP,Cruzeiro,Goias,1,0,1,0,2010-07-18,9,1.51,3.73,6.07,2010,serie-a
jgGJTKcg,Avai,Palmeiras,4,2,6,0,2010-07-18,9,2.29,3.24,2.84,2010,serie-a
jwYzSbS5,Santos,Fluminense,0,1,1,2,2010-07-18,9,1.72,3.45,4.50,2010,serie-a
OjWrQxcI,Barueri,Gremio,2,0,2,0,2010-07-18,9,2.59,3.25,2.51,2010,serie-a
UTWvRIsC,Botafogo RJ,Guarani,1,1,2,1,2010-07-18,9,1.63,3.56,5.02,2010,serie-a
Y1wWSvDa,Internacional,Ceara,2,1,3,0,2010-07-18,9,1.49,3.79,6.17,2010,serie-a
E5CItbsa,Gremio,Vasco,1,1,2,1,2010-07-22,10,1.62,3.53,5.19,2010,serie-a
hjO9rKCn,Flamengo RJ,Avai,1,1,2,1,2010-07-22,10,1.68,3.45,4.72,2010,serie-a
pQO5q0ct,Sao Paulo,Barueri,1,1,2,1,2010-07-22,10,1.41,4.08,7.02,2010,serie-a
rHxvltkP,Vitoria,Goias,2,2,4,1,2010-07-22,10,1.74,3.44,4.32,2010,serie-a
WQvVuId5,Atletico GO,Corinthians,3,1,4,0,2010-07-22,10,3.41,3.27,2.02,2010,serie-a
WtNDsvSh,Atletico-PR,Santos,2,0,2,0,2010-07-22,10,3.19,3.27,2.10,2010,serie-a
xfzmPdCO,Atletico-MG,Internacional,1,2,3,2,2010-07-22,10,2.60,3.22,2.51,2010,serie-a
4vwwvdRH,Guarani,Ceara,1,1,2,1,2010-07-23,10,2.26,3.21,2.94,2010,serie-a
MFXswGtO,Palmeiras,Botafogo RJ,2,2,4,1,2010-07-23,10,1.84,3.35,3.94,2010,serie-a
QmvZvxCB,Fluminense,Cruzeiro,1,0,1,0,2010-07-23,10,2.02,3.26,3.41,2010,serie-a
06WoxzdU,Avai,Atletico-MG,0,0,0,1,2010-07-24,11,1.88,3.35,3.77,2010,serie-a
