ID,HT,AT,HG,AG,TG,RSL,MDATE,RD,HODD,DODD,AODD,YR,CHAMP,BPTA,BGFA,BGAA,BGB,RPTA,RGFA,RGAA,RGD
dA7Eui3I,Coritiba,Botafogo RJ,5,0,5,0,2011-09-11,23,2.04,3.33,3.35,2011,serie-a,2,2,2,2,0,0,0,0
GnhopFlm,Fluminense,Corinthians,1,0,1,0,2011-09-11,23,2.18,3.23,3.12,2011,serie-a,2,2,2,2,0,0,0,0
IBCAjHBJ,Palmeiras,Internacional,0,3,3,2,2011-09-11,23,1.95,3.3,3.68,2011,serie-a,0,2,0,0,0,1,0,0
OCikqZ3g,Gremio,Sao Paulo,1,0,1,0,2011-09-11,23,2.13,3.27,3.17,2011,serie-a,2,2,2,2,0,0,0,0
xdgsoeZt,Flamengo RJ,Atletico-PR,1,2,3,2,2011-09-11,23,1.56,3.65,5.85,2011,serie-a,0,0,0,0,0,0,0,0
z16IvBIO,Figueirense,Vasco,1,1,2,1,2011-09-11,23,2.18,3.29,3.06,2011,serie-a,2,2,2,2,0,0,0,0
dvJ8gAXH,Vasco,Gremio,4,0,4,0,2011-09-17,24,1.86,3.29,4.0,2011,serie-a,0,0,0,0,1,1,1,1
Iq0yaE3t,Atletico GO,Atletico-MG,1,0,1,0,2011-09-17,24,2.13,3.28,3.16,2011,serie-a,0,2,0,0,1,0,1,1
v38DhUnO,Sao Paulo,Ceara,4,0,4,0,2011-09-17,24,1.53,3.74,5.91,2011,serie-a,0,0,0,0,1,1,1,1
65hldCma,Cruzeiro,America MG,0,0,0,1,2011-09-18,24,1.65,3.54,4.92,2011,serie-a,0,1,0,0,0,1,0,0
C6aubYIn,Atletico-PR,Figueirense,0,0,0,1,2011-09-18,24,2.04,3.27,3.37,2011,serie-a,2,2,2,2,0,0,0,0
GzE93feP,Bahia,Fluminense,3,0,3,0,2011-09-18,24,2.68,3.21,2.47,2011,serie-a,2,2,2,2,0,0,0,0
h6CHil2U,Corinthians,Santos,1,3,4,2,2011-09-18,24,1.86,3.44,3.82,2011,serie-a,0,0,0,0,0,0,0,0
ImK4fjIB,Botafogo RJ,Flamengo RJ,1,1,2,1,2011-09-18,24,2.24,3.21,3.03,2011,serie-a,0,2,0,0,0,0,0,0
lEF0eW25,Internacional,Coritiba,1,1,2,1,2011-09-18,24,1.83,3.38,4.06,2011,serie-a,0,1,2,2,0,1,0,0
Ot3qchYh,Avai,Palmeiras,1,1,2,1,2011-09-18,24,2.75,3.3,2.35,2011,serie-a,2,2,2,2,0,0,0,0
Cfce7T1H,Coritiba,Cruzeiro,2,1,3,0,2011-09-22,25,1.73,3.51,4.44,2011,serie-a,0,0,2,0,1,1,0,1
CzBZBimn,Sao Paulo,Corinthians,0,0,0,1,2011-09-22,25,2.17,3.23,3.12,2011,serie-a,0,0,2,0,0,0,0,0
ImtzAVHb,Fluminense,Avai,3,1,4,0,2011-09-22,25,1.41,4.19,7.13,2011,serie-a,0,0,0,0,1,1,1,1
joda6mHN,Figueirense,Internacional,1,1,2,1,2011-09-22,25,2.41,3.19,2.76,2011,serie-a,2,2,0,2,0,0,0,0
KK0357WT,America MG,Santos,1,2,3,2,2011-09-22,25,3.77,3.37,1.9,2011,serie-a,2,2,2,2,1,1,1,1
MTnV0Rvo,Bahia,Atletico-PR,1,0,1,0,2011-09-22,25,1.95,3.28,3.66,2011,serie-a,0,0,0,0,1,1,1,1
UV7j89nB,Atletico-MG,Flamengo RJ,1,1,2,1,2011-09-22,25,2.32,3.23,2.86,2011,serie-a,2,2,2,2,0,0,0,0
CAuv9kX4,Gremio,Botafogo RJ,0,1,1,2,2011-09-23,25,1.88,3.41,3.74,2011,serie-a,2,2,2,2,1,1,1,1
vcsWAB2h,Vasco,Atletico GO,1,1,2,1,2011-09-23,25,1.49,3.94,6.11,2011,serie-a,0,0,1,0,0,0,1,0
YqCVCXXu,Palmeiras,Ceara,1,0,1,0,2011-09-23,25,1.49,3.84,6.43,2011,serie-a,0,1,0,0,1,0,1,1
CviYM814,Flamengo RJ,America MG,2,1,3,0,2011-09-24,26,1.6,3.58,5.37,2011,serie-a,0,0,0,0,1,1,1,1
SjkMPAHo,Atletico-PR,Fluminense,1,1,2,1,2011-09-24,26,2.52,3.2,2.62,2011,serie-a,2,2,2,2,0,0,0,0
YmhUNlnb,Santos,Figueirense,2,3,5,2,2011-09-24,26,1.64,3.51,5.13,2011,serie-a,0,0,2,0,0,0,1,0
0nQR1bVe,Atletico GO,Palmeiras,1,1,2,1,2011-09-25,26,2.53,3.14,2.66,2011,serie-a,2,1,2,2,0,1,0,0
4KWI3K0q,Cruzeiro,Vasco,0,3,3,2,2011-09-25,26,2.26,3.25,2.94,2011,serie-a,2,2,2,2,1,1,1,1
CO8kLnWG,Internacional,Atletico-MG,2,1,3,0,2011-09-25,26,1.61,3.59,5.19,2011,serie-a,0,0,0,0,1,1,1,1
INzN2vGk,Avai,Gremio,1,2,3,2,2011-09-25,26,2.76,3.25,2.38,2011,serie-a,2,0,2,2,1,0,1,1
UFowMSGA,Botafogo RJ,Sao Paulo,2,2,4,1,2011-09-25,26,1.98,3.3,3.56,2011,serie-a,0,0,0,0,0,0,0,0
vRhQOUWi,Corinthians,Bahia,1,0,1,0,2011-09-25,26,1.44,3.97,6.97,2011,serie-a,0,0,0,0,1,1,1,1
vwPV0Ip2,Ceara,Coritiba,3,2,5,0,2011-09-25,26,2.37,3.23,2.77,2011,serie-a,2,2,2,2,0,0,0,0
AscLLa7L,Fluminense,Santos,3,2,5,0,2011-10-01,27,2.06,3.3,3.32,2011,serie-a,0,2,0,0,1,0,1,1
b5IFCeU7,Bahia,Avai,3,2,5,0,2011-10-01,27,1.73,3.42,4.55,2011,serie-a,0,2,0,0,1,0,1,1
zP48O1N2,Palmeiras,America MG,1,1,2,1,2011-10-01,27,1.42,4.17,7.04,2011,serie-a,0,1,0,0,0,1,0,0
0KaCDyF1,Atletico GO,Botafogo RJ,2,0,2,0,2011-10-02,27,2.79,3.2,2.4,2011,serie-a,2,2,0,2,0,0,1,0
44dPKJMR,Gremio,Cruzeiro,2,0,2,0,2011-10-02,27,1.73,3.47,4.52,2011,serie-a,0,2,2,2,1,0,0,0
6c08EHae,Atletico-PR,Internacional,2,0,2,0,2011-10-02,27,2.61,3.18,2.54,2011,serie-a,2,2,2,2,0,0,0,0
AV6aGwVr,Atletico-MG,Ceara,1,1,2,1,2011-10-02,27,1.71,3.49,4.59,2011,serie-a,2,2,1,2,0,0,1,0
dvgHMuhF,Vasco,Corinthians,2,2,4,1,2011-10-02,27,1.95,3.29,3.69,2011,serie-a,0,0,2,0,0,0,0,0
EF3CNLx9,Sao Paulo,Flamengo RJ,1,2,3,2,2011-10-02,27,1.76,3.43,4.34,2011,serie-a,0,2,0,0,0,1,0,0
S614Fcpk,Figueirense,Coritiba,0,0,0,1,2011-10-02,27,2.28,3.23,2.92,2011,serie-a,1,2,0,2,1,0,0,0
EoScTGEl,Cruzeiro,Sao Paulo,3,3,6,1,2011-10-06,28,2.35,3.28,2.79,2011,serie-a,2,2,2,2,0,0,0,0
QaW6QKpm,Gremio,Santos,1,0,1,0,2011-10-06,11,1.94,3.35,3.61,2011,serie-a,2,2,0,1,0,0,1,0
jqNIYxiR,Botafogo RJ,Bahia,2,2,4,1,2011-10-08,28,1.59,3.71,5.29,2011,serie-a,0,0,0,0,0,0,0,0
naQ5Rfq1,Coritiba,Gremio,2,0,2,0,2011-10-08,28,1.76,3.44,4.38,2011,serie-a,2,0,2,0,0,1,0,1
SAs3QEb7,America MG,Atletico-MG,0,0,0,1,2011-10-08,28,3.2,3.3,2.12,2011,serie-a,2,1,2,2,0,1,0,0
4SK6yu78,Corinthians,Atletico GO,3,0,3,0,2011-10-09,28,1.56,3.65,5.77,2011,serie-a,0,0,0,0,1,1,1,1
61t7PYDD,Ceara,Figueirense,1,1,2,1,2011-10-09,28,2.16,3.26,3.13,2011,serie-a,2,0,2,2,0,0,0,0
88R1SzUf,Avai,Atletico-PR,3,0,3,0,2011-10-09,28,2.33,3.21,2.87,2011,serie-a,2,0,2,2,0,1,0,0
ChOEZIyL,Flamengo RJ,Fluminense,3,2,5,0,2011-10-09,28,2.81,3.19,2.39,2011,serie-a,1,0,2,0,0,1,0,1
dQaoUdar,Internacional,Vasco,3,0,3,0,2011-10-09,28,2.03,3.32,3.39,2011,serie-a,2,1,2,2,0,0,0,0
rJJAzaME,Santos,Palmeiras,1,0,1,0,2011-10-09,28,2.28,3.19,2.99,2011,serie-a,2,0,2,2,0,1,0,0
G4kguED0,Avai,Atletico GO,2,2,4,1,2011-10-12,29,2.26,3.29,2.93,2011,serie-a,2,0,2,2,0,0,0,0
jXxxszql,Gremio,Figueirense,1,3,4,2,2011-10-12,29,1.61,3.65,5.21,2011,serie-a,0,2,2,2,0,1,1,1
M1h1whrD,America MG,Ceara,4,1,5,0,2011-10-12,29,2.21,3.22,3.08,2011,serie-a,2,2,2,2,0,0,0,0
xQd1mx6K,Sao Paulo,Internacional,0,0,0,1,2011-10-12,29,1.9,3.37,3.78,2011,serie-a,0,2,1,2,0,0,1,0
0hi5xCcJ,Bahia,Cruzeiro,0,0,0,1,2011-10-13,29,2.44,3.22,2.72,2011,serie-a,0,1,0,0,0,1,0,0
Kln6ndLQ,Flamengo RJ,Palmeiras,1,1,2,1,2011-10-13,29,1.91,3.29,3.85,2011,serie-a,0,0,2,0,0,0,0,0
OMhclIjE,Corinthians,Botafogo RJ,0,2,2,2,2011-10-13,29,1.73,3.5,4.44,2011,serie-a,0,2,0,0,0,1,0,0
McYXsGTs,Fluminense,Coritiba,3,1,4,0,2011-10-14,29,1.91,3.35,3.82,2011,serie-a,0,2,2,2,1,0,0,0
SvgcvYS6,Atletico-PR,Vasco,2,2,4,1,2011-10-14,29,2.8,3.22,2.39,2011,serie-a,2,2,2,2,0,0,0,0
Yu0ltfbf,Atletico-MG,Santos,2,1,3,0,2011-10-14,29,2.19,3.33,3.02,2011,serie-a,2,2,2,2,0,0,0,0
Cx2lx0O5,Figueirense,America MG,2,1,3,0,2011-10-15,30,1.54,3.73,5.82,2011,serie-a,0,2,0,0,1,0,1,1
pUIQIBNp,Ceara,Flamengo RJ,0,1,1,2,2011-10-15,30,2.53,3.19,2.63,2011,serie-a,2,2,2,2,1,1,1,1
hUzUv2vm,Botafogo RJ,Atletico-PR,2,0,2,0,2011-10-16,30,1.51,3.8,6.19,2011,serie-a,0,0,0,0,1,1,1,1
I1mowt9a,Cruzeiro,Corinthians,0,1,1,2,2011-10-16,30,2.43,3.25,2.72,2011,serie-a,2,2,2,2,1,1,1,1
jT0hyKwC,Coritiba,Bahia,0,0,0,1,2011-10-16,30,1.5,3.84,6.2,2011,serie-a,0,0,1,0,0,0,1,0
MopbpOGP,Santos,Gremio,0,1,1,2,2011-10-16,30,2.03,3.26,3.44,2011,serie-a,0,0,2,0,0,0,1,0
reofo41J,Palmeiras,Fluminense,1,2,3,2,2011-10-16,30,1.98,3.31,3.57,2011,serie-a,2,2,0,0,1,1,0,0
vRWPurPt,Vasco,Atletico-MG,2,0,2,0,2011-10-16,30,1.63,3.59,5.19,2011,serie-a,0,0,0,0,1,1,1,1
YijczvgI,Atletico GO,Sao Paulo,3,0,3,0,2011-10-16,30,2.65,3.2,2.5,2011,serie-a,2,2,0,2,0,0,1,0
zgQYwMgg,Internacional,Avai,4,2,6,0,2011-10-16,30,1.4,4.24,7.3,2011,serie-a,0,0,0,0,1,1,1,1
8QIyv7y3,Santos,Botafogo RJ,2,0,2,0,2011-10-20,21,2.19,3.34,3.02,2011,serie-a,2,2,2,2,0,0,0,0
2kVGse0o,Palmeiras,Figueirense,1,2,3,2,2011-10-22,31,1.82,3.4,4.12,2011,serie-a,2,2,0,0,1,1,0,0
f97yyiUM,Avai,Botafogo RJ,3,2,5,0,2011-10-22,31,2.92,3.24,2.29,2011,serie-a,2,2,2,2,0,0,0,0
Qib7VUip,America MG,Gremio,2,2,4,1,2011-10-22,31,2.64,3.2,2.52,2011,serie-a,2,0,2,2,0,0,0,0
x8NTvgp4,Fluminense,Atletico-MG,0,2,2,2,2011-10-22,31,1.76,3.45,4.36,2011,serie-a,0,0,0,0,0,0,0,0
4rcBUl7j,Bahia,Vasco,0,2,2,2,2011-10-23,31,2.5,3.19,2.66,2011,serie-a,2,2,2,2,1,1,1,1
bHOPuZUc,Flamengo RJ,Santos,1,1,2,1,2011-10-23,31,2.25,3.23,2.99,2011,serie-a,0,0,0,0,0,0,0,0
CpIWyXEG,Cruzeiro,Atletico GO,3,2,5,0,2011-10-23,31,1.76,3.43,4.37,2011,serie-a,2,2,2,2,0,0,0,0
ttUKtFFi,Sao Paulo,Coritiba,0,0,0,1,2011-10-23,31,1.9,3.34,3.83,2011,serie-a,0,2,2,2,0,0,0,0
WUMXwDaA,Internacional,Corinthians,1,1,2,1,2011-10-23,31,2.0,3.28,3.53,2011,serie-a,2,0,2,1,0,0,0,1
Ya6uzBqT,Atletico-PR,Ceara,1,0,1,0,2011-10-23,31,1.74,3.45,4.48,2011,serie-a,2,2,0,2,0,0,1,0
CvL2sSjd,Ceara,Fluminense,1,2,3,2,2011-10-29,32,2.49,3.21,2.67,2011,serie-a,2,2,2,2,1,1,1,1
dM1EjWT9,Botafogo RJ,Cruzeiro,1,0,1,0,2011-10-29,32,1.84,3.41,4.02,2011,serie-a,0,0,0,0,1,1,1,1
O836hhac,Santos,Atletico-PR,4,1,5,0,2011-10-29,32,1.72,3.45,4.62,2011,serie-a,0,0,1,0,1,1,0,1
A5a2gYqi,Corinthians,Avai,2,1,3,0,2011-10-30,32,1.4,4.21,7.31,2011,serie-a,0,0,0,0,1,1,1,1
E3uSmUDS,Figueirense,Bahia,2,1,3,0,2011-10-30,32,1.62,3.6,5.3,2011,serie-a,0,0,0,0,1,1,1,1
IV2AiCE3,Vasco,Sao Paulo,0,0,0,1,2011-10-30,32,1.75,3.44,4.4,2011,serie-a,0,0,0,0,0,0,0,0
jPWgqlMq,Coritiba,America MG,3,1,4,0,2011-10-30,32,1.47,3.91,6.58,2011,serie-a,0,0,0,0,1,1,1,1
KttOlAbM,Atletico-MG,Palmeiras,2,1,3,0,2011-10-30,32,2.06,3.26,3.4,2011,serie-a,2,0,2,2,0,1,0,0
xYIBkjqG,Gremio,Flamengo RJ,4,2,6,0,2011-10-30,32,2.04,3.28,3.44,2011,serie-a,2,2,2,2,0,0,0,0
YmMbr8yj,Atletico GO,Internacional,0,1,1,2,2011-10-30,32,2.44,3.2,2.74,2011,serie-a,2,2,0,2,1,1,0,1
0r6L1mrS,Atletico-MG,Gremio,2,0,2,0,2011-11-05,33,1.96,3.33,3.63,2011,serie-a,2,2,2,2,0,0,0,0
OCq539DF,Botafogo RJ,Figueirense,0,1,1,2,2011-11-05,33,1.8,3.42,4.18,2011,serie-a,0,0,0,0,0,0,0,0
Shj0f5z2,Bahia,Sao Paulo,4,3,7,0,2011-11-05,33,2.7,3.16,2.5,2011,serie-a,2,2,2,2,0,0,0,0
4Cxg6BTd,Palmeiras,Coritiba,0,2,2,2,2011-11-06,33,2.11,3.26,3.27,2011,serie-a,2,2,0,2,1,1,0,1
EkndeoLe,America MG,Corinthians,2,1,3,0,2011-11-06,33,5.51,3.71,1.58,2011,serie-a,2,2,2,2,0,0,0,0
IZr92TSL,Internacional,Fluminense,1,2,3,2,2011-11-06,33,1.74,3.5,4.38,2011,serie-a,2,0,0,0,1,0,0,0
KSnhdR5k,Atletico-PR,Atletico GO,2,1,3,0,2011-11-06,33,1.93,3.34,3.71,2011,serie-a,2,2,2,2,0,0,0,0
QRQ14kb9,Flamengo RJ,Cruzeiro,5,1,6,0,2011-11-06,33,1.87,3.3,4.02,2011,serie-a,0,0,2,0,1,1,0,1
r3yc5Vr3,Santos,Vasco,2,0,2,0,2011-11-06,33,2.16,3.28,3.16,2011,serie-a,2,2,2,2,0,0,0,0
txllc7jq,Avai,Ceara,1,2,3,2,2011-11-06,33,1.7,3.54,4.67,2011,serie-a,2,0,2,2,1,0,1,1
bNk3GncL,Fluminense,America MG,1,2,3,2,2011-11-12,34,1.38,4.38,7.47,2011,serie-a,0,0,0,0,0,0,0,0
C6ieI8S8,Sao Paulo,Avai,2,0,2,0,2011-11-12,34,1.43,4.13,6.98,2011,serie-a,0,0,0,0,1,1,1,1
tnu8F6CR,Figueirense,Atletico-MG,2,1,3,0,2011-11-12,34,1.84,3.35,4.07,2011,serie-a,0,0,0,0,1,1,1,1
CEme8O41,Coritiba,Flamengo RJ,2,0,2,0,2011-11-13,34,1.97,3.4,3.52,2011,serie-a,2,2,0,0,0,0,1,1
fwgj94ke,Atletico GO,Bahia,0,1,1,2,2011-11-13,34,1.83,3.44,4.0,2011,serie-a,0,0,0,0,0,0,0,0
GnfnApzk,Ceara,Santos,2,3,5,2,2011-11-13,34,1.74,3.59,4.3,2011,serie-a,2,2,2,2,1,1,1,1
j5na7rK7,Gremio,Palmeiras,2,2,4,1,2011-11-13,34,1.84,3.38,4.06,2011,serie-a,0,0,2,2,0,0,0,0
KWjaHSsF,Vasco,Botafogo RJ,2,0,2,0,2011-11-13,34,2.53,3.22,2.61,2011,serie-a,0,1,0,0,1,0,1,1
MPfrBQKr,Cruzeiro,Internacional,1,0,1,0,2011-11-13,34,2.11,3.3,3.23,2011,serie-a,2,2,2,2,0,0,0,0
YFhiJlD2,Corinthians,Atletico-PR,2,1,3,0,2011-11-13,34,1.4,4.16,7.48,2011,serie-a,0,0,0,0,1,1,1,1
8OJVBcBg,Internacional,Bahia,1,0,1,0,2011-11-16,35,1.42,4.13,6.93,2011,serie-a,0,0,0,0,1,1,1,1
nazi9eeC,Atletico-PR,Sao Paulo,1,0,1,0,2011-11-16,35,2.21,3.21,3.1,2011,serie-a,2,2,2,2,0,0,0,0
tMZf8FAI,America MG,Botafogo RJ,2,1,3,0,2011-11-16,35,2.59,3.17,2.58,2011,serie-a,2,2,2,2,0,0,0,0
vkFRCwdm,Fluminense,Gremio,5,4,9,0,2011-11-16,35,1.52,3.88,5.8,2011,serie-a,0,0,0,0,1,1,1,1
0bGNDJts,Flamengo RJ,Figueirense,0,0,0,1,2011-11-17,35,1.92,3.43,3.63,2011,serie-a,2,0,2,0,0,0,0,0
8QbkWRd8,Palmeiras,Vasco,1,1,2,1,2011-11-17,35,3.11,3.21,2.22,2011,serie-a,2,2,2,2,0,0,0,0
jXtrBHQa,Atletico-MG,Coritiba,2,1,3,0,2011-11-17,35,1.87,3.48,3.82,2011,serie-a,2,2,2,2,0,0,0,0
K02gVoCE,Santos,Atletico GO,1,1,2,1,2011-11-17,35,1.49,3.95,6.08,2011,serie-a,0,0,2,0,0,0,0,0
KCYb7ZPO,Ceara,Corinthians,0,1,1,2,2011-11-17,35,2.83,3.24,2.35,2011,serie-a,2,2,2,2,1,1,1,1
YeWnAyt6,Avai,Cruzeiro,0,0,0,1,2011-11-17,35,2.68,3.26,2.45,2011,serie-a,2,0,2,2,0,0,0,0
ShQ8Nzea,Gremio,Ceara,1,3,4,2,2011-11-19,36,1.74,3.52,4.36,2011,serie-a,0,0,0,0,0,0,0,0
WQWaPdQn,Vasco,Avai,2,0,2,0,2011-11-19,36,1.28,5.01,9.59,2011,serie-a,0,0,0,0,1,1,1,1
x4XeQxBt,Sao Paulo,America MG,3,1,4,0,2011-11-19,36,1.59,3.71,5.21,2011,serie-a,0,0,0,0,1,1,1,1
0jtYJhfO,Atletico GO,Flamengo RJ,0,0,0,1,2011-11-20,36,2.65,3.19,2.51,2011,serie-a,2,2,0,2,0,0,0,0
A1mLMfA5,Cruzeiro,Atletico-PR,1,1,2,1,2011-11-20,36,1.77,3.38,4.38,2011,serie-a,0,0,0,0,0,0,0,0
CQqxJC9U,Bahia,Palmeiras,0,2,2,2,2011-11-20,36,2.44,3.03,2.87,2011,serie-a,2,1,2,2,1,0,1,1
IRjTKYvI,Coritiba,Santos,1,0,1,0,2011-11-20,36,1.54,3.88,5.55,2011,serie-a,2,0,0,0,0,1,1,1
pUz4OGug,Botafogo RJ,Internacional,1,2,3,2,2011-11-20,36,2.41,3.19,2.78,2011,serie-a,0,2,2,2,0,1,1,1
vyhPLEPB,Figueirense,Fluminense,0,4,4,2,2011-11-20,36,2.35,3.21,2.85,2011,serie-a,2,2,0,1,1,1,0,0
zeoUUI2P,Corinthians,Atletico-MG,2,1,3,0,2011-11-20,36,1.5,3.9,6.11,2011,serie-a,0,0,0,0,1,1,1,1
0KiSXBON,Coritiba,Avai,1,0,1,0,2011-11-27,37,1.29,4.77,9.46,2011,serie-a,0,0,0,0,1,1,1,1
8piWWVwU,America MG,Atletico-PR,2,1,3,0,2011-11-27,37,2.98,3.29,2.21,2011,serie-a,2,0,2,0,0,1,0,1
AgwbSkno,Ceara,Cruzeiro,2,2,4,1,2011-11-27,37,2.24,3.26,3.01,2011,serie-a,2,0,2,2,0,0,0,0
h4qjvdut,Palmeiras,Sao Paulo,1,0,1,0,2011-11-27,37,2.63,3.19,2.54,2011,serie-a,2,2,0,2,0,0,1,0
lWxaxzAh,Flamengo RJ,Internacional,1,0,1,0,2011-11-27,37,2.41,3.24,2.74,2011,serie-a,1,0,2,2,0,1,0,0
Mqy7zEv5,Gremio,Atletico GO,2,2,4,1,2011-11-27,37,1.78,3.45,4.21,2011,serie-a,0,0,2,2,0,0,0,0
MThOYi9H,Figueirense,Corinthians,0,1,1,2,2011-11-27,37,2.39,3.16,2.84,2011,serie-a,2,2,2,2,1,1,1,1
SMy3yfPb,Fluminense,Vasco,1,2,3,2,2011-11-27,37,2.26,3.25,2.95,2011,serie-a,2,0,2,2,1,0,1,1
v53JZXgB,Atletico-MG,Botafogo RJ,4,0,4,0,2011-11-27,37,1.8,3.42,4.17,2011,serie-a,2,2,2,2,0,0,0,0
WfrfwGfn,Santos,Bahia,1,1,2,1,2011-11-27,37,1.6,3.63,5.41,2011,serie-a,0,0,2,0,0,0,0,0
06fht9Gp,Botafogo RJ,Fluminense,1,1,2,1,2011-12-04,38,3.42,3.38,2.01,2011,serie-a,2,2,0,2,0,0,0,0
2HaInBwH,Atletico-PR,Coritiba,1,0,1,0,2011-12-04,38,2.69,3.24,2.46,2011,serie-a,2,2,2,2,0,0,0,0
2Xs1lX84,Cruzeiro,Atletico-MG,6,1,7,0,2011-12-04,38,1.96,3.33,3.62,2011,serie-a,2,2,0,2,0,0,1,0
dvaMoVhN,Bahia,Ceara,2,1,3,0,2011-12-04,38,2.49,3.28,2.64,2011,serie-a,0,2,0,0,1,0,1,1
fPHPpk8T,Avai,Figueirense,1,1,2,1,2011-12-04,38,4.04,3.42,1.84,2011,serie-a,2,2,2,2,0,0,0,0
GGukiZOo,Corinthians,Palmeiras,0,0,0,1,2011-12-04,38,1.6,3.56,5.57,2011,serie-a,0,0,0,0,0,0,0,0
K8x6miOA,Atletico GO,America MG,5,1,6,0,2011-12-04,38,1.61,3.66,5.2,2011,serie-a,0,2,0,0,1,0,1,1
OtqckDgb,Internacional,Gremio,1,0,1,0,2011-12-04,38,1.64,3.67,4.96,2011,serie-a,0,0,0,0,1,1,1,1
UJqgjgvh,Sao Paulo,Santos,4,1,5,0,2011-12-04,38,1.66,3.58,4.89,2011,serie-a,0,2,0,0,1,0,1,1
vcgduTVj,Vasco,Flamengo RJ,1,1,2,1,2011-12-04,38,2.24,3.2,3.06,2011,serie-a,0,2,0,0,0,0,0,0
IeFLBchD,Palmeiras,Portuguesa,1,1,2,1,2012-05-19,1,1.68,3.51,4.86,2012,serie-a,1,1,1,1,1,1,1,1
Q1xmSIxf,Sport Recife,Flamengo RJ,1,1,2,1,2012-05-19,1,2.56,3.23,2.58,2012,serie-a,1,1,1,1,1,1,1,1
K0g4zsVD,Corinthians,Fluminense,0,1,1,2,2012-05-20,1,1.89,3.33,3.86,2012,serie-a,1,1,1,1,0,0,0,0
KOyiRxh0,Bahia,Santos,0,0,0,1,2012-05-20,1,2.3,3.22,2.93,2012,serie-a,1,1,1,1,1,1,1,1
nBwqTbNm,Figueirense,Nautico,2,1,3,0,2012-05-20,1,1.6,3.61,5.45,2012,serie-a,1,1,1,1,0,0,0,0
pU1EDJN0,Botafogo RJ,Sao Paulo,4,2,6,0,2012-05-20,1,2.34,3.24,2.84,2012,serie-a,1,1,1,1,0,0,0,0
SQdCYKaQ,Cruzeiro,Atletico GO,0,0,0,1,2012-05-20,1,1.77,3.45,4.31,2012,serie-a,1,1,1,1,1,1,1,1
UZrvUv8s,Ponte Preta,Atletico-MG,0,1,1,2,2012-05-20,1,2.71,3.21,2.46,2012,serie-a,1,1,1,1,0,0,0,0
v5GHCww7,Vasco,Gremio,2,1,3,0,2012-05-20,1,2.06,3.24,3.43,2012,serie-a,1,1,1,1,0,0,0,0
Y3c8Z0pK,Internacional,Coritiba,2,0,2,0,2012-05-20,1,1.62,3.59,5.15,2012,serie-a,1,1,1,1,0,0,0,0
ELwOTVDb,Portuguesa,Vasco,0,1,1,2,2012-05-26,2,2.59,3.2,2.54,2012,serie-a,2,2,1,2,1,1,0,1
SpgTQTcH,Atletico GO,Ponte Preta,1,1,2,1,2012-05-26,2,1.66,3.54,4.93,2012,serie-a,0,1,0,0,0,1,0,0
WbueQd76,Flamengo RJ,Internacional,3,3,6,1,2012-05-26,2,1.95,3.24,3.75,2012,serie-a,2,2,2,2,0,0,0,0
0IZJUBbh,Atletico-MG,Corinthians,1,0,1,0,2012-05-27,2,2.1,3.27,3.32,2012,serie-a,0,0,0,0,1,1,1,1
8rwSSkT4,Coritiba,Botafogo RJ,2,3,5,2,2012-05-27,2,1.78,3.56,4.08,2012,serie-a,2,2,1,2,1,1,0,1
ENUaPGMC,Fluminense,Figueirense,2,2,4,1,2012-05-27,2,1.65,3.61,4.94,2012,serie-a,1,2,0,1,1,0,0,1
hET3OzxJ,Santos,Sport Recife,0,0,0,1,2012-05-27,2,1.41,4.1,7.31,2012,serie-a,1,2,0,1,1,0,0,1
IgpFViqn,Gremio,Palmeiras,1,0,1,0,2012-05-27,2,1.99,3.31,3.57,2012,serie-a,2,1,2,2,0,0,0,0
nZyWR9rB,Nautico,Cruzeiro,0,0,0,1,2012-05-27,2,2.62,3.19,2.57,2012,serie-a,2,0,2,2,0,0,0,0
v3oBWXTu,Sao Paulo,Bahia,1,0,1,0,2012-05-27,2,1.43,4.05,6.89,2012,serie-a,2,0,2,2,0,1,0,0
0biyP7ST,Vasco,Nautico,4,2,6,0,2012-06-07,3,1.36,4.34,8.05,2012,serie-a,0,0,0,0,1,1,1,1
0CW9w7sN,Atletico GO,Gremio,0,1,1,2,2012-06-07,3,2.29,3.23,2.93,2012,serie-a,2,2,0,1,1,1,0,0
6kX5vmSG,Sport Recife,Palmeiras,2,1,3,0,2012-06-07,3,2.43,3.17,2.76,2012,serie-a,0,1,0,0,1,0,1,1
84E2uTCA,Coritiba,Portuguesa,2,0,2,0,2012-06-07,3,1.57,3.74,5.45,2012,serie-a,2,0,2,2,0,1,0,0
IFLkrVSi,Internacional,Sao Paulo,1,0,1,0,2012-06-07,3,1.87,3.39,3.94,2012,serie-a,0,0,0,0,1,1,1,1
nkQgskrb,Atletico-MG,Bahia,1,1,2,1,2012-06-07,3,1.43,4.07,7.13,2012,serie-a,0,0,0,0,0,0,0,0
QuPct9c4,Ponte Preta,Flamengo RJ,2,2,4,1,2012-06-07,3,2.57,3.21,2.62,2012,serie-a,2,2,0,2,0,0,0,0
xKr3KRzo,Santos,Fluminense,1,1,2,1,2012-06-07,3,2.0,3.24,3.61,2012,serie-a,2,2,0,2,0,0,0,0
6yhXPmDN,Botafogo RJ,Cruzeiro,2,3,5,2,2012-06-08,3,1.97,3.33,3.65,2012,serie-a,0,0,2,0,0,0,1,0
